OBJECTID,DAUID,CSDUID,CSDNAME,TOT_MOBILITY_STATUS_1YR_AGO,MS1_NON_MOVERS,MS1_MOVERS,MS1_NONMIGRANTS,MS1_MIGRANTS,MS1_INTERNAL_MIGRANTS,MS1_INTERNAL_INTRAPROV_MIGRANT,MS1_INTERNAL_INTERPROV_MIGRANT,MS1_EXTERNAL_MIGRANT,TOT_MOBILITY_STATUS_5YR_AGO,MS5_NON_MOVERS,MS5_MOVERS,MS5_NONMIGRANTS,MS5_MIGRANTS,MS5_INTERNAL_MIGRANTS,MS5_INTERNAL_INTRAPROV_MIGRANT,MS5_INTERNAL_INTERPROV_MIGRANT,MS5_EXTERNAL_MIGRANT,Shape__Area,Shape__Length
497,35191240,3519028,Vaughan,920,775,150,95,55,40,40,0,10,870,580,295,210,80,65,65,0,15,146142.380126953,2001.40871129624
498,35191258,3519028,Vaughan,520,500,25,0,20,15,15,0,0,505,400,105,25,80,55,50,0,25,66536.234375,1029.65105669996
499,35191256,3519028,Vaughan,785,745,35,30,10,0,10,0,0,755,595,160,120,35,35,35,0,10,184375.469726563,2437.35235842522
500,35190896,3519048,Newmarket,335,290,45,35,10,10,10,0,0,330,215,115,50,60,60,40,20,0,281209.291259766,2435.20822631345
501,35191134,3519048,Newmarket,980,910,65,20,50,45,45,0,0,945,650,295,140,160,125,125,0,30,185154.118896484,2346.41952994647
502,35190930,3519048,Newmarket,525,510,15,0,15,15,15,0,0,510,385,120,50,70,70,65,10,0,313362.052978516,2748.82972570524
503,35190929,3519048,Newmarket,330,260,75,0,65,65,60,0,0,315,180,130,40,95,90,85,0,0,140041.038574219,1530.92159959505
504,35190927,3519048,Newmarket,475,435,45,35,10,10,0,0,0,460,290,170,105,60,60,60,0,0,228278.214355469,2163.04985056854
505,35190928,3519048,Newmarket,510,405,110,100,0,10,0,10,0,510,305,205,120,85,90,85,0,0,250449.062988281,2765.25267272726
506,35190497,3519038,Richmond Hill,365,345,15,10,10,10,10,0,0,355,280,80,35,40,25,30,0,10,264639.025146484,2114.90892530987
507,35190499,3519038,Richmond Hill,355,285,75,40,30,30,30,0,0,340,225,115,65,45,35,35,0,15,142743.525878906,2108.55979637561
508,35191135,3519048,Newmarket,1685,1600,90,55,35,30,35,0,0,1625,1125,500,220,285,250,240,20,30,380774.062255859,3379.11022896132
509,35191133,3519048,Newmarket,770,760,15,10,0,10,0,0,0,765,625,140,75,65,65,50,10,0,346121.358642578,3058.45863585782
510,35190403,3519036,Markham,330,290,40,0,30,30,30,0,0,315,270,45,10,40,30,30,0,10,874384.917724609,5629.06483399927
511,35190428,3519036,Markham,875,785,90,30,65,50,50,0,15,850,705,150,50,95,90,90,0,0,984676.233154297,7294.33165384295
512,35190415,3519036,Markham,1015,950,65,25,40,35,35,0,10,990,795,195,65,130,105,105,0,25,1654073.30932617,7779.54703109136
513,35190601,3519036,Markham,200,195,0,0,0,0,0,0,0,180,150,30,20,10,10,10,0,0,58146.7751464844,1229.56810879508
514,35190763,3519036,Markham,810,770,45,0,35,30,25,0,0,795,635,160,80,80,45,50,0,35,263114.802978516,2510.50503728397
515,35190661,3519036,Markham,345,305,40,40,10,0,0,0,0,320,160,165,70,90,60,60,0,30,34668.4609375,957.572586837538
516,35190575,3519036,Markham,500,490,10,10,10,10,10,0,0,495,430,65,10,55,15,15,0,40,101705.947998047,1826.35487405221
517,35190578,3519036,Markham,550,525,20,0,15,15,10,10,0,530,445,80,60,20,0,0,10,20,168960.938964844,1683.76730047373
518,35190871,3519046,Aurora,785,650,135,50,90,80,80,0,0,750,450,300,110,195,180,165,15,15,200958.228515625,1706.22262486314
519,35190018,3519070,Georgina,1745,1290,450,195,260,260,260,0,0,1620,640,980,335,645,615,605,15,30,4418057.61181641,9367.75774169189
520,35190049,3519070,Georgina,505,475,30,25,10,10,10,0,0,485,335,155,55,95,95,75,20,0,305934.247802734,5939.05726125867
521,35190044,3519070,Georgina,705,610,95,45,50,45,45,0,0,685,440,245,125,125,125,125,0,0,7253429.46313477,11981.0214684761
522,35190566,3519036,Markham,440,375,60,60,0,0,0,0,0,425,300,120,90,30,0,10,0,20,95854.962890625,1576.10054305061
523,35190569,3519036,Markham,405,385,20,15,0,0,0,0,10,400,350,50,20,30,30,20,10,0,75429.2153320313,1297.66581201418
524,35190550,3519038,Richmond Hill,660,640,20,0,15,0,0,0,15,660,525,130,55,75,60,60,0,15,589831.335205078,5696.35373866673
525,35190551,3519038,Richmond Hill,580,535,40,30,10,0,0,0,10,550,410,145,35,110,75,80,0,30,123440.823974609,1381.05093185804
526,35190446,3519038,Richmond Hill,395,385,15,0,15,0,0,0,10,385,325,60,10,55,20,20,0,35,80156.9309082031,1696.31023667926
527,35190433,3519036,Markham,5910,4585,1325,735,590,400,370,30,195,5710,2095,3610,1835,1770,1030,935,95,745,4282602.26831055,11650.9552630092
528,35190685,3519036,Markham,770,645,125,70,55,35,35,0,20,715,425,290,165,125,55,50,10,70,189820.532958984,2043.29505340111
529,35190353,3519028,Vaughan,685,665,20,0,15,0,0,0,15,665,520,140,55,80,45,35,10,40,167600.110351563,4016.36824320988
530,35190354,3519028,Vaughan,450,420,25,0,25,10,10,0,15,445,405,40,15,25,0,10,0,15,62477.2783203125,1194.49557191823
531,35190412,3519036,Markham,305,285,20,0,20,10,10,0,10,300,210,85,60,25,10,10,0,15,264443.865478516,2700.54593473558
532,35190434,3519038,Richmond Hill,1940,1705,235,105,135,100,75,25,35,1905,1010,895,420,470,235,220,15,235,3180268.81762695,8008.45145267633
533,35190422,3519036,Markham,320,280,35,0,40,40,40,0,0,290,195,95,35,60,50,45,10,10,144693.243408203,1812.80938239097
534,35190343,3519028,Vaughan,225,210,15,15,0,0,0,0,0,210,185,25,30,0,0,0,0,0,33683.6003417969,748.696035684148
535,35190355,3519028,Vaughan,440,405,35,0,35,35,35,0,0,425,340,80,40,40,35,30,0,10,126222.975097656,1639.03874281259
536,35190356,3519028,Vaughan,695,660,30,15,15,0,0,0,15,675,530,145,90,60,30,25,10,30,89454.9187011719,1224.17903717694
537,35190340,3519028,Vaughan,385,370,10,10,10,0,0,0,10,380,310,65,35,35,20,20,0,15,65509.9150390625,1113.7836726425
538,35190339,3519028,Vaughan,365,365,0,0,0,0,0,0,0,355,330,30,20,10,0,0,0,10,61110.8696289063,1303.6618994042
539,35190290,3519028,Vaughan,1030,950,80,80,0,0,0,0,0,975,685,295,225,60,10,10,0,50,379538.817382813,3095.94685007626
540,35190289,3519028,Vaughan,870,805,70,35,30,25,25,0,10,860,635,230,175,55,30,25,0,25,202230.043945313,2737.93536433094
541,35190385,3519036,Markham,1045,865,175,70,110,90,75,15,20,970,465,505,205,300,235,215,20,65,336452.979736328,2819.94641315716
542,35190046,3519070,Georgina,2125,1885,240,150,95,85,75,10,0,2000,1335,665,295,370,335,325,15,30,1344705.49072266,7468.78174941772
543,35190390,3519036,Markham,880,840,40,15,25,10,0,10,15,855,610,245,85,160,90,90,0,70,783823.449951172,6133.03578630111
544,35190393,3519036,Markham,775,670,110,65,40,35,35,0,0,745,500,245,85,165,140,130,0,25,909404.457763672,6783.47629573304
545,35191105,3519036,Markham,630,575,60,35,30,15,20,0,10,620,505,110,60,55,10,15,0,40,186171.783691406,2864.80508877107
546,35190432,3519036,Markham,530,480,55,0,55,30,30,0,25,505,440,60,10,50,35,35,0,15,113526.057861328,1572.01242128938
547,35190792,3519049,King,880,780,95,35,65,60,60,0,0,855,385,465,160,305,305,300,0,0,822521.590576172,4022.82908899971
548,35190962,3519044,Whitchurch-Stouffville,525,515,10,0,0,10,10,0,0,515,455,65,20,45,40,40,0,0,13064574.7895508,17123.603327148
549,35190184,3519028,Vaughan,1015,960,55,45,0,10,0,0,0,985,830,160,110,55,45,45,0,10,1090586.85473633,4759.24792455447
550,35190594,3519036,Markham,325,300,25,20,10,0,0,0,10,320,235,80,70,15,0,0,0,10,97798.1708984375,1712.62079180457
551,35190784,3519049,King,370,355,10,10,0,10,10,0,0,350,280,70,15,55,55,50,0,0,257498.995605469,2667.70716950431
552,35190584,3519036,Markham,370,350,15,10,10,10,10,0,0,365,285,80,60,15,0,0,0,15,125695.529541016,2197.93468383055
553,35190391,3519036,Markham,320,320,0,0,0,0,0,0,0,315,270,40,10,35,35,35,0,0,120607.171142578,1918.50755786364
554,35190498,3519038,Richmond Hill,450,420,30,15,10,10,10,0,0,445,290,160,65,90,40,40,0,50,81787.544921875,1170.52531472996
555,35190394,3519036,Markham,315,290,25,20,10,10,0,0,0,295,220,75,20,55,35,35,0,20,85597.7241210938,1792.42506186355
556,35190396,3519036,Markham,455,455,0,0,0,0,0,0,0,450,355,95,35,60,50,50,0,10,181916.180908203,2743.92569532904
557,35191043,3519038,Richmond Hill,355,295,60,10,50,10,10,0,35,340,195,145,65,75,35,25,10,45,97222.1416015625,1582.65506835643
558,35191213,3519036,Markham,1130,1075,60,30,25,15,10,0,10,1065,855,210,125,85,50,50,10,30,293801.043701172,2773.84301930116
559,35191212,3519036,Markham,2375,2135,240,170,75,40,35,0,35,2205,1000,1205,715,495,405,360,50,85,3680346.22070313,8598.07842871767
560,35191209,3519036,Markham,345,315,25,15,10,0,0,0,10,330,255,75,20,50,30,30,0,20,18993853.9904785,21695.8473816008
561,35190952,3519048,Newmarket,410,370,45,0,45,30,30,0,15,390,275,120,50,65,60,55,0,10,131591.872314453,2121.99251451456
562,35190968,3519044,Whitchurch-Stouffville,415,400,20,0,20,10,0,0,10,405,305,105,15,85,55,55,0,35,18804861.4265137,22397.9878298983
563,35190920,3519048,Newmarket,440,430,0,0,10,10,0,0,0,430,385,40,0,40,40,40,0,0,122966.316162109,2004.60540234878
564,35191196,3519036,Markham,650,595,55,55,0,0,0,0,0,615,480,135,100,40,0,0,0,35,100947.243652344,1861.09492919903
565,35190522,3519038,Richmond Hill,645,580,65,30,35,35,35,0,0,635,380,250,115,135,115,115,0,20,156579.993896484,1553.58198446215
566,35190182,3519028,Vaughan,1695,1520,175,120,55,30,25,10,25,1640,1110,535,310,220,210,155,55,0,8899349.03491211,13078.140543312
567,35190337,3519028,Vaughan,1230,1090,135,90,50,40,30,10,10,1210,715,495,310,190,120,85,30,75,78435.779296875,1178.2767842917
568,35191061,3519038,Richmond Hill,1000,910,85,50,35,35,30,0,0,970,705,265,130,135,110,100,10,30,287149.940429688,2340.80254837722
569,35190521,3519038,Richmond Hill,730,680,55,10,50,35,30,0,20,715,540,170,90,80,55,55,0,20,922745.055419922,5656.88137297293
570,35190473,3519038,Richmond Hill,725,710,20,10,10,0,0,0,10,705,550,155,105,55,40,35,0,15,257142.194824219,3118.175255485
571,35190853,3519038,Richmond Hill,1800,1620,180,100,80,60,60,0,15,1755,1330,420,275,145,95,90,0,55,1874792.36279297,7693.60895781332
572,35190864,3519038,Richmond Hill,530,495,35,0,30,20,20,0,15,505,345,160,65,95,50,50,0,50,179850.198242188,1734.92773666197
573,35191333,3519028,Vaughan,1050,995,50,10,40,30,30,0,10,1000,800,200,135,70,30,30,0,40,124840.520019531,1665.17294025098
574,35191334,3519028,Vaughan,300,270,30,30,0,0,0,0,0,295,215,80,40,35,30,30,0,10,29909.6643066406,721.331330827802
575,35191010,3519054,East Gwillimbury,515,485,30,0,30,30,30,0,0,500,385,110,45,65,60,65,0,0,25813458.9841309,25676.3452897307
576,35191059,3519036,Markham,360,360,0,0,0,0,0,0,0,360,310,55,25,25,30,25,0,0,82023.3752441406,1301.14167714323
577,35190576,3519036,Markham,340,320,20,20,0,0,0,0,0,330,225,100,40,55,20,15,0,40,100282.930908203,1484.45616962524
578,35191001,3519046,Aurora,430,380,50,30,20,15,15,0,0,425,340,90,35,60,45,45,0,15,216830.434082031,2153.48804847782
579,35191242,3519028,Vaughan,620,530,85,25,60,55,55,0,0,595,415,175,85,95,95,90,0,10,106617.331298828,1966.27576841054
580,35191243,3519028,Vaughan,850,785,60,60,10,10,10,0,0,810,650,160,70,90,70,65,10,20,113106.057373047,1561.8125746675
581,35191052,3519028,Vaughan,1200,1100,95,55,45,25,25,0,10,1165,890,280,140,135,125,130,0,10,386866.20703125,3931.28475015953
582,35191004,3519028,Vaughan,315,310,0,10,0,0,0,0,0,305,285,25,10,15,15,10,10,0,83788.6911621094,1245.64027395848
583,35190136,3519046,Aurora,440,390,50,15,35,30,35,0,0,435,305,135,50,80,70,65,0,15,188584.096435547,2022.78969008342
584,35190137,3519046,Aurora,610,550,65,30,35,25,25,0,0,600,425,175,90,85,70,55,10,15,331341.709228516,2948.2240523484
585,35191283,3519044,Whitchurch-Stouffville,150,130,15,15,10,10,10,0,0,140,100,45,20,20,20,25,0,0,126254.010498047,2101.88747424986
586,35190496,3519038,Richmond Hill,395,335,65,25,35,10,15,0,25,385,260,125,40,85,40,40,0,50,270683.973388672,2979.7322064888
587,35190630,3519036,Markham,7335,6635,700,455,250,140,115,30,105,7030,4615,2415,1230,1180,585,510,75,595,1954116.80224609,7262.96147341241
588,35191295,3519036,Markham,9535,8780,755,430,325,250,230,25,70,8920,6000,2920,1695,1225,1005,975,30,220,14695214.8764648,16647.0675974549
589,35191294,3519036,Markham,1945,1755,185,160,20,20,10,10,0,1840,1130,710,325,385,315,285,35,65,3619868.2890625,11384.644975118
590,35191292,3519036,Markham,9455,8145,1310,800,510,420,400,15,90,8845,4320,4530,2625,1900,1400,1320,80,500,2440913.37109375,7067.80893268728
591,35190598,3519036,Markham,1230,1100,130,90,40,35,25,10,10,1200,875,320,165,155,130,125,0,30,365628.79296875,5201.23028138689
592,35190376,3519036,Markham,785,725,60,45,10,10,10,0,0,760,540,215,140,80,65,60,0,15,598205.792724609,3981.18177682952
593,35190471,3519038,Richmond Hill,545,480,65,0,60,45,30,10,15,530,425,105,45,65,55,50,0,10,207811.504638672,1949.10152431231
594,35191088,3519038,Richmond Hill,315,280,40,30,10,10,0,0,0,315,215,100,50,55,45,40,10,10,172506.089355469,1737.76967080653
595,35190772,3519038,Richmond Hill,1755,1600,150,45,110,60,55,0,50,1685,1190,490,270,220,180,165,15,40,789631.805664063,4742.14529468243
596,35191299,3519048,Newmarket,4690,4015,675,325,345,310,310,0,35,4285,2355,1930,745,1190,1005,985,15,185,2332326.30957031,6962.55453289277
597,35190108,3519048,Newmarket,630,525,100,40,60,60,60,0,0,595,275,325,165,155,145,135,15,0,270199.510742188,2689.38388092159
598,35190787,3519049,King,1570,1245,330,95,235,235,225,10,0,1470,645,820,190,630,600,565,40,25,4005654.63647461,8378.76238057941
599,35190790,3519049,King,270,225,50,0,50,50,50,0,0,265,140,125,15,110,110,110,0,0,1433306.50415039,6378.61862322576
600,35191013,3519038,Richmond Hill,1125,1065,60,25,35,0,0,0,35,1085,835,255,150,110,70,45,20,40,836242.086181641,3572.12243861168
601,35190776,3519038,Richmond Hill,500,450,50,0,50,35,35,0,15,465,245,220,125,95,90,95,0,10,403062.373535156,2853.80336439853
602,35190143,3519046,Aurora,455,405,50,30,20,25,25,0,0,440,240,205,110,95,65,60,10,30,100386.372802734,1502.57859289778
603,35190125,3519046,Aurora,205,175,30,20,10,10,10,0,0,205,160,40,20,25,25,25,0,0,62378.4438476563,1074.89752189566
604,35191305,3519038,Richmond Hill,1330,860,475,305,165,145,150,0,20,1250,300,945,455,485,405,390,15,80,4169450.04418945,8154.75115896181
605,35190986,3519044,Whitchurch-Stouffville,900,765,135,70,70,60,60,0,10,875,585,290,95,195,160,160,0,30,14389706.5183105,18624.3240563
606,35190515,3519038,Richmond Hill,2375,1945,430,255,170,105,90,15,70,2330,820,1515,810,705,440,405,40,265,403008.522705078,3119.86935931181
607,35190826,3519038,Richmond Hill,605,570,35,0,35,15,15,0,15,595,510,85,25,60,50,35,20,10,233116.878173828,3078.83946719743
608,35190827,3519038,Richmond Hill,430,410,20,10,0,0,0,0,0,420,300,120,70,55,35,30,0,20,84930.7062988281,1298.19492814699
609,35190291,3519028,Vaughan,710,670,45,15,25,15,15,0,10,705,585,125,65,55,25,30,0,30,242785.591552734,2425.91152669739
610,35191281,3519028,Vaughan,9495,8940,550,300,250,225,190,35,20,9155,7285,1870,1075,800,610,595,20,190,2870875.83569336,8000.08487049712
611,35191282,3519028,Vaughan,5685,5390,295,230,60,50,50,0,15,5480,4455,1025,595,430,350,340,10,80,1301796.74291992,5591.18404644684
612,35191158,3519049,King,565,535,30,0,30,0,0,0,25,550,460,95,0,95,50,50,0,45,19009601.9870605,28213.9992518171
613,35190777,3519038,Richmond Hill,2510,2360,150,100,50,40,35,0,10,2365,1750,615,320,290,245,235,10,45,750899.033691406,5874.25918753666
614,35190285,3519028,Vaughan,530,490,35,25,15,10,15,0,0,505,320,180,110,70,35,35,0,35,232918.230712891,2184.49798651711
615,35190676,3519036,Markham,1600,1550,50,20,25,10,0,0,15,1555,1255,300,185,120,80,75,0,35,306124.287841797,2428.08638382839
616,35190848,3519038,Richmond Hill,480,430,50,20,35,35,35,0,0,455,345,110,45,65,60,50,10,10,106490.526367188,1316.9163420845
617,35190610,3519036,Markham,360,330,25,10,15,0,0,0,10,355,320,30,15,20,0,0,0,20,79446.6364746094,1201.96462495895
618,35190882,3519048,Newmarket,465,435,35,15,15,15,10,0,0,440,325,120,85,30,25,25,0,10,93447.6618652344,1888.61202751939
619,35190789,3519049,King,745,660,85,55,35,35,35,0,0,715,575,145,15,130,120,100,20,10,2715903.55566406,8179.8336798681
620,35190788,3519049,King,455,405,55,0,45,45,40,0,0,445,295,150,85,65,65,60,0,0,304028.515869141,2404.00308327566
621,35190514,3519038,Richmond Hill,250,230,25,15,0,10,10,0,0,245,185,65,25,35,20,10,10,20,58100.3059082031,1022.97455899873
622,35190408,3519036,Markham,490,455,30,10,20,15,15,0,0,480,385,95,40,50,50,45,0,10,144139.923339844,1794.95383266703
623,35190087,3519054,East Gwillimbury,340,320,25,0,20,15,15,0,0,335,275,60,25,40,35,35,0,0,104886.101318359,1404.98066557352
624,35191041,3519038,Richmond Hill,310,240,70,25,45,20,20,0,20,295,180,115,45,70,60,60,0,15,105152.303710938,1766.89045864233
625,35190572,3519036,Markham,690,620,65,55,15,10,0,0,10,680,500,180,115,65,15,15,0,55,230634.525878906,3302.80116522495
626,35191180,3519036,Markham,8840,8105,725,445,280,140,105,40,140,8325,3955,4370,2480,1895,1230,1175,55,660,1889655.61962891,7651.10196457763
627,35191066,3519070,Georgina,235,220,10,0,10,10,10,0,0,235,180,50,0,50,45,40,10,0,147396.178955078,2336.93071397993
628,35191067,3519070,Georgina,355,275,85,70,15,10,10,0,0,350,235,115,90,25,25,25,0,0,173961.431152344,2563.14920459171
629,35190082,3519054,East Gwillimbury,430,405,20,10,15,10,10,0,10,400,345,60,10,55,55,55,0,0,3800232.73144531,8320.24713486306
630,35190103,3519048,Newmarket,915,855,60,35,30,25,25,0,10,875,595,285,155,135,125,75,50,10,240443.616210938,3522.43704808246
631,35190907,3519048,Newmarket,525,450,70,0,65,70,65,0,0,495,400,95,0,85,70,75,0,15,120559.16796875,1826.26269302076
632,35191361,3519044,Whitchurch-Stouffville,1125,1050,75,30,40,40,35,0,0,1065,755,315,115,195,180,165,10,15,2083699.16992188,7305.09226572293
633,35190979,3519044,Whitchurch-Stouffville,485,420,65,25,35,25,15,10,15,465,320,150,105,45,45,40,0,0,191903.927246094,2193.58241799668
634,35190980,3519044,Whitchurch-Stouffville,490,455,35,25,15,15,15,0,0,470,335,135,75,60,60,55,0,0,232163.403808594,2134.30090570507
635,35190981,3519044,Whitchurch-Stouffville,290,215,75,60,15,10,10,10,0,285,145,135,85,55,45,45,10,10,153272.369873047,1641.98776155335
636,35190983,3519044,Whitchurch-Stouffville,535,510,25,20,10,10,10,0,0,515,415,100,95,10,10,10,0,0,178714.105224609,1739.79910791494
637,35191024,3519036,Markham,1305,1185,120,70,50,10,10,0,40,1240,925,315,140,175,65,65,0,115,238919.976806641,3118.29282153182
638,35190050,3519070,Georgina,550,535,20,0,15,10,10,0,0,510,330,180,105,75,70,70,0,0,127878.462646484,1711.64677753182
639,35190051,3519070,Georgina,520,465,55,40,15,15,20,0,0,515,375,135,95,40,30,30,0,10,278638.846435547,2625.45024168289
640,35190443,3519038,Richmond Hill,1220,855,365,170,200,115,100,15,85,1190,155,1030,410,620,370,315,50,250,105876.438720703,1632.63390335344
641,35190104,3519048,Newmarket,415,410,0,0,10,0,10,0,0,415,350,65,20,45,45,45,0,0,118870.948242188,1869.0405058155
642,35190783,3519049,King,1460,1220,240,70,175,175,150,25,0,1350,375,975,280,695,690,665,25,0,9533057.57714844,16462.4007032502
643,35190837,3519038,Richmond Hill,615,585,25,15,15,0,10,0,10,610,495,115,70,45,30,25,0,15,188385.198242188,1759.76679443636
644,35191352,3519028,Vaughan,2045,1885,155,25,130,70,70,0,60,1935,1370,570,250,320,220,215,0,95,778316.427978516,5421.39967205302
645,35191264,3519028,Vaughan,480,445,35,20,20,15,20,0,0,460,340,120,45,75,65,55,10,10,71031.521484375,1170.87849716002
646,35191263,3519028,Vaughan,575,560,15,15,0,0,0,0,0,565,505,60,55,0,0,0,0,0,127047.480957031,2216.9755124095
647,35190697,3519036,Markham,600,530,75,50,20,10,10,0,15,565,345,225,195,30,10,10,0,20,164861.123291016,1774.13732843377
648,35191027,3519048,Newmarket,990,915,80,30,45,35,40,0,0,940,725,215,95,120,90,90,0,25,359749.326904297,5079.25740908072
649,35190065,3519070,Georgina,3765,3305,455,125,330,290,285,0,40,3455,1720,1740,475,1265,1200,1170,30,65,4176378.35742188,9500.33399125069
650,35190061,3519070,Georgina,295,255,40,15,25,20,25,0,0,285,195,90,45,45,45,40,0,0,119841.445556641,2024.96605313104
651,35191051,3519046,Aurora,440,365,80,35,45,45,45,0,0,415,215,205,85,115,105,105,0,10,243336.353759766,2413.51460690752
652,35190441,3519038,Richmond Hill,350,320,35,25,0,0,0,10,0,350,255,95,20,75,40,30,10,35,106088.453369141,1741.67805316793
653,35190028,3519070,Georgina,465,465,0,0,0,0,0,0,0,460,355,110,80,30,15,15,0,15,213760.952636719,2246.68144581002
654,35190107,3519048,Newmarket,630,465,170,75,95,90,95,0,0,610,290,320,145,180,170,145,20,10,96090.5844726563,1408.85489233721
655,35190105,3519048,Newmarket,615,535,75,30,50,50,50,0,0,600,385,215,135,75,55,60,0,20,184540.759765625,2071.46056970728
656,35190914,3519048,Newmarket,510,465,45,15,30,30,30,0,0,485,335,150,75,80,75,80,0,0,181012.685058594,2396.94445385046
657,35190915,3519048,Newmarket,465,420,40,20,20,20,20,0,0,440,295,150,75,75,75,75,0,0,220316.406005859,2302.07477395648
658,35190916,3519048,Newmarket,710,610,100,50,55,35,30,10,15,675,390,285,140,145,100,95,0,40,128476.395751953,2802.97971806459
659,35191241,3519028,Vaughan,810,805,10,0,10,0,0,0,10,775,630,150,50,95,65,65,0,30,167032.456542969,2429.50303956637
660,35190847,3519038,Richmond Hill,400,360,45,25,15,0,10,10,10,395,305,90,40,50,30,30,0,20,87874.3232421875,1630.9052989941
661,35190838,3519038,Richmond Hill,525,505,20,0,20,10,10,0,10,515,400,120,45,75,35,30,0,40,106451.626953125,2184.46746550912
662,35190841,3519038,Richmond Hill,1035,980,55,20,35,25,20,0,15,1020,740,280,125,155,80,60,20,75,232405.932128906,2169.26703413696
663,35190842,3519038,Richmond Hill,500,505,0,0,0,0,0,0,0,480,380,100,50,50,30,30,0,15,154282.506591797,1824.21023001548
664,35191330,3519028,Vaughan,400,355,40,15,30,30,25,0,0,390,335,55,25,30,25,25,0,10,302840.642578125,3252.34494057004
665,35190175,3519049,King,2835,2450,390,55,335,320,315,0,20,2585,705,1880,500,1385,1360,1355,10,20,3921562.875,8092.55056453074
666,35190085,3519054,East Gwillimbury,650,615,35,15,20,20,20,0,0,630,435,190,90,100,95,95,0,0,967422.899902344,5743.90920612917
667,35190961,3519044,Whitchurch-Stouffville,500,430,65,25,35,40,40,0,0,480,270,215,85,130,115,115,0,15,11486187.1337891,16558.5275254959
668,35191293,3519036,Markham,4320,3680,645,390,255,235,200,35,20,3940,1820,2115,1245,875,660,615,45,215,5289604.9699707,9607.23143401675
669,35190633,3519036,Markham,960,890,65,15,50,15,15,0,35,925,745,185,55,130,70,60,10,65,470798.381591797,3177.02593648923
670,35190816,3519028,Vaughan,485,435,50,25,25,30,25,0,0,480,340,140,65,75,55,45,10,25,106861.414306641,1467.46599709824
671,35190923,3519048,Newmarket,575,540,30,15,15,10,15,0,0,555,410,150,60,90,70,70,0,20,236353.526123047,2469.82402831985
672,35191130,3519028,Vaughan,555,485,65,55,10,15,10,0,0,525,410,115,105,10,15,15,0,0,151953.998535156,2128.2878114075
673,35191262,3519028,Vaughan,675,670,10,0,0,0,0,0,0,650,530,115,105,15,15,20,0,0,104829.991699219,1367.7850618773
674,35191252,3519028,Vaughan,555,475,85,55,25,25,25,0,0,535,415,125,70,55,30,35,0,20,196778.371826172,2812.08122769976
675,35190081,3519054,East Gwillimbury,450,400,45,15,25,25,30,0,0,430,330,100,35,70,65,65,0,10,318883.055419922,2623.51799145345
676,35190771,3519038,Richmond Hill,1240,1060,180,75,100,75,75,0,25,1220,880,345,140,205,180,165,15,25,1365290.61474609,5765.65917966447
677,35190773,3519038,Richmond Hill,490,425,70,55,10,0,0,0,10,475,360,110,60,55,35,30,10,20,242020.483154297,2076.16329300103
678,35190117,3519048,Newmarket,595,535,65,25,35,35,35,0,0,570,295,280,70,215,180,165,20,35,315565.849609375,3049.09170650252
679,35190652,3519036,Markham,420,400,20,15,10,10,0,0,0,400,290,105,40,75,60,65,0,15,53272.9670410156,1300.84778749637
680,35190902,3519048,Newmarket,640,535,105,30,75,65,60,10,10,620,325,290,130,165,150,145,10,10,149869.802246094,1966.67909463713
681,35190667,3519036,Markham,590,535,60,40,15,0,0,0,15,570,425,145,60,90,50,40,0,40,150554.713623047,1554.28101698561
682,35190383,3519036,Markham,405,325,80,30,50,45,45,0,10,365,210,160,65,95,50,50,0,45,33884.5888671875,857.601210760649
683,35190571,3519036,Markham,640,610,30,10,20,0,0,0,20,630,420,210,65,140,85,75,15,55,209269.910644531,2550.59918203806
684,35190006,3519070,Georgina,490,445,50,30,15,20,15,0,0,470,325,150,40,110,110,105,0,0,5445435.14208984,9530.29248229332
685,35191302,3519028,Vaughan,7310,6425,885,580,300,170,130,45,130,6930,4460,2475,945,1525,640,575,65,885,1175064.05078125,4393.22771854528
686,35191124,3519028,Vaughan,1180,1150,25,0,20,25,20,0,0,1150,870,285,155,130,50,50,0,80,231604.997558594,2191.94887301857
687,35190769,3519038,Richmond Hill,630,560,70,55,15,10,10,0,0,615,415,200,120,75,20,20,0,60,4425087.10742188,8506.91910594792
688,35190511,3519038,Richmond Hill,815,740,80,35,40,35,20,15,0,800,610,195,80,115,75,75,0,40,164644.873291016,2755.60215063808
689,35190570,3519036,Markham,435,415,20,0,15,0,0,0,15,425,315,110,45,65,35,15,20,35,103239.667236328,1316.44816598025
690,35190892,3519048,Newmarket,825,745,75,20,55,40,35,0,20,790,490,300,115,185,150,145,0,35,183314.666503906,1927.16491485849
691,35190139,3519046,Aurora,265,220,45,40,0,0,0,0,0,260,175,85,55,30,30,30,0,0,153738.371826172,2136.7359107424
692,35190691,3519036,Markham,695,645,45,35,0,10,10,0,0,665,465,205,180,20,0,10,0,15,83545.4267578125,2682.04323714526
693,35191328,3519028,Vaughan,,,,,,,,,,,,,,,,,,,3941868.79394531,7826.45083500783
694,35190913,3519048,Newmarket,515,435,85,10,70,70,55,20,0,495,285,210,55,155,150,135,10,0,578071.115722656,3983.63955380028
695,35190693,3519036,Markham,920,870,55,25,30,15,0,10,20,865,660,200,80,125,30,30,0,95,202723.056152344,2384.85237524481
696,35190145,3519046,Aurora,625,515,110,40,70,70,70,0,10,585,380,205,75,135,125,120,10,10,212812.733398438,2493.40309453599
